authors,year,title,category,time_series,reasoning,verdict
"Júnior, G.A.S.; Silva, A.M.",2022,A simple and efficient incremental missing data imputation method for evolving neo-fuzzy network,C,UNCLEAR,Algorithmic proposal for fuzzy network imputation focusing on efficiency rather than statistical missingness mechanisms.,SKIP
"Zheng, Y.",2026,A Comprehensive Review of Rating Imputation in Recommender Systems: From Data Completion to Inference-Oriented Missing-Data Estimation,B,NO,Comprehensive review substantively addressing inference-oriented missing-data estimation and statistical validity beyond mere data completion in recommender systems.,REVIEW
"Cabrera-Sánchez, J.-F.; Cruz-Corona, C.; Yáñez Escolano, A.; Silva-Ramírez, E.-L.",2025,A Benchmark for Missing Data Imputation Techniques: Development Perspectives and Performance Comparative,C,UNCLEAR,Benchmark comparative study evaluating imputation methods empirically across missingness conditions without theoretical mechanism analysis.,SKIP
"Sadegh, R.; Mohameden, A.; Salihi, M.L.; Nanne, M.F.",2025,"A survey of missing data imputation techniques: statistical methods, machine learning models, and GAN-based approaches",B,UNCLEAR,"Survey explicitly connecting traditional statistical missing-data methods, ML models, and GAN-based approaches, engaging with theoretical perspectives across paradigms.",REVIEW
"Qi, H.; Cao, C.; Rao, Z.; Deng, L.",2025,A Modular Framework for Multimorbidity Prediction with MNAR-Aware Imputation and Label-Enhanced Transformers,B,UNCLEAR,"Explicitly proposes an MNAR-Aware Imputation framework, directly addressing missingness mechanisms in deep learning imputation models.",REVIEW
"Hu, L.; Zou, J.; Gu, C.; Ji, J.; Lopez, M.; Kale, M.",2022,A FLEXIBLE SENSITIVITY ANALYSIS APPROACH FOR UNMEASURED CONFOUNDING WITH MULTIPLE TREATMENTS AND A BINARY OUTCOME WITH APPLICATION TO SEER-MEDICARE LUNG CANCER DATA,D,NO,Focuses on causal inference sensitivity analysis for unmeasured confounding in observational data rather than deep learning imputation of missing values.,SKIP
"Gomes, R.; Paul, N.; He, N.; Huber, A.F.; Jansen, R.J.",2022,Application of Feature Selection and Deep Learning for Cancer Prediction Using DNA Methylation Markers,D,NO,Cancer prediction application using deep learning and feature selection without focus on missing data imputation or mechanisms.,SKIP
"Raja Aswathi, R.; Pazhanikumar, K.",2025,A hybrid framework for heart disease prediction using multi-scale feature map reconstruction with inception in DenseNet and AHP-VIKOR feature selection model,D,NO,Predictive model for heart disease diagnosis without addressing missing data imputation mechanisms or formal statistical validity.,SKIP
"Isaqulov, T.; Taylakova, D.; Bayjonov, F.; Abdurazzaqov, O.; Shomurodov, J.; Mamadiyorov, J.",2026,Approaches to Filling Missing Values in Datasets to Improve the Results of Artificial Intelligence Models,C,UNCLEAR,General empirical study on filling missing values to improve downstream AI performance without formal theoretical mechanism analysis.,SKIP
"Mesquita, D.P.P.; Gomes, J.P.P.; Rodrigues, L.R.",2019,Artificial Neural Networks with Random Weights for Incomplete Datasets,C,UNCLEAR,Evaluates random weight neural networks on incomplete datasets as a predictive/learning strategy without formal missingness mechanism proofs.,SKIP
"Rao, T.C.S.; Khrais, I.M.; Millicent Mabel, M.; Tejaswi, P.L.; Srinija, K.; Ramya, M.",2025,A Novel Missing Data Imputation for Early Chronic Kidney Disease Diagnosis Using ANFIS System and Machine Learning Models,C,NO,Applied medical diagnosis study utilizing ANFIS and ML imputation without theoretical analysis of missingness mechanisms.,SKIP
Not specified,2019,"19th EPIA Conference on Artificial Intelligence, EPIA 2019",D,UNCLEAR,Record represents an entire conference proceedings volume rather than an individual research paper.,SKIP
"Haridas, N.T.; Sanchez-Bornot, J.M.; McClean, P.L.; Wong-Lin, K.",2024,Autoencoder imputation of missing heterogeneous data for Alzheimer's disease classification,C,NO,"Applies autoencoder imputation to Alzheimer's clinical data for downstream classification, treating missingness purely as a practical data challenge.",SKIP
"D'Ambrosio, A.; Aria, M.; Siciliano, R.",2012,Accurate Tree-based Missing Data Imputation and Data Fusion within the Statistical Learning Paradigm,B,NO,"Frames tree-based missing data imputation and data fusion within the statistical learning paradigm, engaging with formal estimation principles.",REVIEW
"Hossain, Zarin Tahia; Milani, Mostafa",2025,Beyond Accuracy: An Empirical Study of Uncertainty Estimation in Imputation,B,NO,"Evaluates calibration and uncertainty of deep generative models (GAIN, MIWAE, TabCSDI) across MCAR, MAR, and MNAR settings, highlighting misalignment between accuracy and calibration under mechanism shift.",REVIEW
"Sun, Yige; Li, Jing; Xu, Yifan; Zhang, Tingting; Wang, Xiaofeng",2023,Deep learning versus conventional methods for missing data imputation: A review and comparative study,B,NO,"Substantively investigates deep learning failure modes under mechanism shift, showing GAIN performs well under MCAR but fails under MAR and MNAR compared to conventional MICE.",REVIEW
"Poette, M; Mouysset, S; Ruiz, D; Pey, V; Alliot, JM; Minville, V",2026,Benchmarking imputation strategies for missing time-series data in critical care using real-world-inspired scenarios,B,YES,"Evaluates DL time-series imputation (Transformers, GANs, VAEs) under realistic non-random ICU gap scenarios vs MCAR, demonstrating how MCAR optimistically compresses performance differences. Inclusion per tie-breaker.",REVIEW
"Mantuano, C; Omoyele, O; Hoffmann, M; Weinand, JM; Panella, M; Stolten, D",2025,Data imputation methods for intermittent renewable energy sources: Implications for energy system modeling,C,YES,Evaluates imputation methods for renewable energy time series using gap patterns as empirical test conditions without engaging in statistical missingness mechanism theory.,SKIP
"Zahmatkesh, S; Zech, P",2025,Comparing the Performance of Recurrent Neural Network and Some Well-Known Statistical Methods in the Case of Missing Multivariate Time Series Data,B,YES,"Contrasts statistical MAR assumptions with decay-augmented RNNs (LSTM-D, GRU-D), demonstrating neural network advantages when missingness is non-random.",REVIEW
"Tan, F.; Long, B.",2026,Bridging Machine Learning and Clinical Endpoints: A METABRIC-Informed Simulation Study of Missing Data Imputation for RECIST-Based Best Overall Response,B,YES,Substantively analyzes progression-driven dropout (MNAR/MAR) in longitudinal clinical trajectories and evaluates ML/LSTM imputation aligned with underlying missing data assumptions and estimands.,REVIEW
"Natrayan, L.; Ali, H.M.; Kaliappan, S.; Kumar, B.V.",2023,Data Mining and AI Approaches for Early Detection and Management of Gastrointestinal Disorders,D,UNCLEAR,Focuses on general AI applications for gastrointestinal disorder management; not about missing data imputation.,SKIP
"Gui, Q.; Wu, X.; Niu, B.",2023,Class-Aware Pseudo-Labeling for Non-Random Missing Labels in Semi-Supervised Learning,D,NO,Addresses non-random missing labels (MNAR) in semi-supervised classification rather than missing feature imputation.,SKIP
"Hallaji, E.; Razavi-Far, R.; Saif, M.",2022,DLIN: Deep Ladder Imputation Network,C,NO,Proposes a deep ladder neural network architecture for missing data imputation but lacks analysis of missingness mechanisms or statistical validity.,SKIP
"Khadem Charvadeh, Y.; Seier, K.; Panageas, K.S.; Vaithilingam, D.; Gönen, M.; Chen, Y.",2025,Clustering-Informed Shared-Structure Variational Autoencoder for Missing Data Imputation in Large-Scale Healthcare Data,B,NO,Proposes a variational autoencoder (CISS-VAE) explicitly designed to accommodate non-random missingness mechanisms (MNAR) and informative missingness patterns alongside MAR.,REVIEW
"Paterakis, G.; Fafalios, S.; Charonyktakis, P.; Christophides, V.; Tsamardinos, I.",2024,Do We Really Need Imputation in AutoML Predictive Modeling?,C,NO,Empirically evaluates the necessity of imputation steps in AutoML pipelines versus native missing data handling without formal missingness mechanism theory.,SKIP
"Bagmar, M.S.H.; Shen, H.",2022,Causal inference with missingness in confounder,D,NO,Focuses on classical statistical causal inference and propensity score weighting for missing confounders; no deep learning imputation involved.,SKIP
"Mostafa, S.M.; Eladimy, A.S.; Hamad, S.; Amano, H.",2020,CBRG: A Novel Algorithm for Handling Missing Data Using Bayesian Ridge Regression and Feature Selection Based on Gain Ratio,D,NO,Proposes a statistical imputation algorithm using Bayesian ridge regression and gain ratio feature selection; does not use deep learning.,SKIP
"Zhang, P.; Xie, S.X.",2026,Bias and Efficiency Comparison Between Multiple Imputation and Available-Case Analysis for Missing Data in Longitudinal Models,D,YES,Classical statistical comparison between multiple imputation and available-case analysis in longitudinal models; no deep learning involved.,SKIP
"Gorla, A.; Wang, R.; Liu, Z.; An, U.; Sankararaman, S.",2025,CACTI: Leveraging Copy Masking and Contextual Information to Improve Tabular Data Imputation,B,NO,Proposes a masked autoencoder (Transformer) with copy masking (MT-CM) to learn empirical missingness structures specifically targeting complex MAR and MNAR mechanisms.,REVIEW
"Chun, N.Y.; Belyaev, A.G.; Choong, F.C.M.; Chuah, J.H.; Suandi, S.A.; Rudrusamy, B.",2025,CMILK: Correlation-Based Multiple Imputation with Local k-Neighbour Matching for Missing Thermal Facial Data,D,NO,Proposes a correlation-based multiple imputation method with k-nearest neighbour matching; does not utilize deep learning architectures.,SKIP
"Garg, A.; Naryani, D.; Aggarwal, G.; Aggarwal, S.",2018,Dl-gsa: a deep learning metaheuristic approach to missing data imputation,C,NO,Combines deep learning with gravitational search algorithm metaheuristics for imputation without analyzing statistical missingness mechanisms.,SKIP
"Le, T.; Nguyen, B.; Le, K.; Le, B.",2026,Causal Time-Series GNN with XAI for Stock Market Fraud Detection,D,YES,Focuses on graph neural networks for stock market fraud detection rather than missing data imputation.,SKIP
"Sun, S.; Selby, D.A.; Huang, Y.; Patnaik, A.; Flaxman, S.; Calinescu, A.",2026,Benchmarking Missing Data Imputation Methods in Socioeconomic Surveys,C,NO,Benchmarks existing imputation methods on socioeconomic survey data using missingness mechanisms as empirical evaluation settings.,SKIP
"Spineli, L.M.; Kalyvas, C.; Papadimitropoulou, K.",2021,Continuous(ly) missing outcome data in network meta-analysis: A one-stage pattern-mixture model approach,D,NO,Classical statistical pattern-mixture model for network meta-analysis missing outcome data; does not involve deep learning.,SKIP
"Abate, A.F.; Cascone, L.; Fraenza, V.; Nappi, M.; Ritrovato, P.",2026,Constrained conditional LLM-based imputation via iterative chained updates,B,NO,Explores LLM-based conditional imputation via chained updates. Included in REVIEW per tie-breaker rule to verify full-text handling of conditional missingness assumptions.,REVIEW
"Wu, H.; Lee, C.H.; Abiri, N.; Ionita-Laza, I.",2026,DOMAIN-AWARE MATRIX COMPLETION FOR PHENOTYPE IMPUTATION USING ELECTRONIC HEALTH RECORD DATA WITH APPLICATIONS IN GENOMIC RESEARCH,D,NO,Domain-aware statistical matrix completion method for phenotype prediction in EHR biobanks; not a deep learning model.,SKIP
"Forna, A.; Dorigatti, I.; Nouvellet, P.; Donnelly, C.A.",2021,Comparison of machine learning methods for estimating case fatality ratios: An Ebola outbreak simulation study,C,YES,"Evaluates machine learning imputation methods across MCAR, MAR, and MNAR mechanisms as simulation test settings for epidemic case fatality estimation.",SKIP
"Sudrajat, A.W.",2025,CN-GAIN: Classification and Normalization-Denormalization-Based Generative Adversarial Imputation Network for Missing SMES Data Imputation,C,NO,Proposes a classification and normalization extension to GAIN (generative adversarial imputation) evaluated empirically without statistical mechanism proofs or analysis.,SKIP
"Huang, L.; Song, M.; Shen, H.; Hong, H.; Gong, P.; Deng, H.-W.; Zhang, C.",2023,Deep Learning Methods for Omics Data Imputation,B,NO,"Comprehensive review substantively analyzing deep learning architectures (AE, VAE, GAN, Transformer) and their handling of non-random missingness mechanisms in omics data.",REVIEW
"Raman, R.; Chen, W.; Harhay, M.O.; Thompson, J.L.; Ely, E.W.; Pandharipande, P.P.; Patel, M.B.",2021,Dealing with missing delirium assessments in prospective clinical studies of the critically ill: a simulation study and reanalysis of two delirium studies,D,YES,Simulation study comparing active versus passive multiple imputation in prospective critical care data using statistical MI; no deep learning involved.,SKIP
"Gui, Q.; Wu, X.; Niu, B.",2022,Class-Aware Pseudo Labeling for Non-random Missing Labels in Semi-supervised Learning,D,NO,Focuses on pseudo-labeling for non-randomly missing class labels in semi-supervised learning rather than feature imputation.,SKIP
"White, I.R.; Carlin, J.B.",2010,Bias and efficiency of multiple imputation compared with complete-case analysis for missing covariate values,D,NO,Foundational statistical paper evaluating bias and efficiency of multiple imputation versus complete-case analysis; contains no deep learning.,SKIP
"Cai, R.; Zheng, K.; Huang, J.; Li, Z.; Chen, Z.; Xu, B.; Hao, Z.",2025,Causal View of Time Series Imputation: Some Identification Results on Missing Mechanism,A,YES,Provides formal identifiability proofs and theorems for time series imputation under MAR and MNAR mechanisms using variational inference and normalizing flow neural architectures.,REVIEW
"Diop, M.; Perrier, L.; Haon, B.; Rochaix, L.; Behaghel, L.; Dupont, J.-C.K.; Morelle, M.; Elias, M.; Esposito, L.; Legendre, C.; Longuet, H.; Durand-Zaleski, I.; Pillebout, E.; Tricot, L.; Thervet, E.; Petit-Hoang, C.; Le Meur, Y.; Kamar, N.; Houzet-Meurette, A.; Grall-Jezequel, A.; Gourraud-Vercel, C.; Giral, M.; Flahaut, G.; Delbello, A.; Boffa, J.-J.; Barrou, B.",2026,Cost-utility analysis of a web-based interactive patient education platform: evidence from a randomized clinical trial for end-stage renal disease patients,D,NO,Clinical cost-utility trial for patient education in renal disease; not related to missing data or deep learning.,SKIP
"Sun, GR; Zhou, YH",2026,Generative conditional missing imputation networks,A,NO,Abstract explicitly describes elucidating the theoretical underpinnings and demonstrating robust properties under MCAR and MAR mechanisms for a generative conditional neural network framework.,REVIEW
"Dong, WN; Fong, DYT; Yoon, JS; Wan, EYF; Bedford, LE; Tang, EHM; Lam, CL",2021,Generative adversarial networks for imputing missing data for big data clinical research,C,NO,Mentions MAR solely as an experimental simulation condition (20% and 50% missingness) to evaluate empirical accuracy of GAIN versus MICE and missForest.,SKIP
"Willis, C.; Goodin, D.A.; Miller, H.A.; Suliman, S.; Frieboes, H.B.",2026,Evaluation of accuracy and potential biases of imputation methods on biomedical datasets subject to different mechanisms and patterns of missingness,B,NO,"Substantively evaluates accuracy, coverage, and bias (mean, standard deviation estimation under MNAR) of imputation methods (including ANNs) across MCAR, MAR, and MNAR mechanisms.",REVIEW
"Ipsen, N.B.; Mattei, P.-A.; Frellsen, J.",2022,HOW TO DEAL WITH MISSING DATA IN SUPERVISED DEEP LEARNING?,B,NO,Substantively addresses supervised deep learning under MAR features by marginalizing over missing values in joint covariate-outcome models using importance-weighted variational inference to mimic multiple imputation.,REVIEW
"Yao, L.; Sun, Z.; Wang, Q.",2010,Estimation of average treatment effects based on parametric propensity score model,D,NO,Classical statistical paper on parametric propensity score models for treatment effect estimation; does not involve deep learning imputation.,SKIP
"Othman, L.B.; Niloofar, P.; Yahia, S.B.",2024,GENERATION: An Efficient Denoising Autoencoders-Based Approach foAmputated Image Reconstruction,D,NO,Focuses on computer vision image reconstruction/inpainting with denoising autoencoders rather than statistical data imputation or missingness mechanism validity.,SKIP
"Ahmad, N.; Kumar, V.",2025,Enhancing PM2.5 Air Pollution Forecasting with Novel Random Imputation Based on Hybrid RNN-Bidirectional GRU (nRI RNN-BiGRU) Model,D,YES,Applied environmental air pollution forecasting using RNN-BiGRU with ad-hoc random imputation; lacks engagement with statistical missingness mechanisms or formal validity.,SKIP
"Zhou, F.; Li, T.; Zhou, H.; Ye, J.; Zhu, H.",2019,Graph-based semi-supervised learning with nonignorable nonresponses,B,NO,"Substantively addresses nonignorable nonresponses (MNAR) in graph-based semi-supervised learning, directly engaging with non-ignorable missingness mechanisms in deep graph models.",REVIEW
"Shahabi Sani, N.; Najiantabriz, F.; Shafaei, S.; Hougen, D.",2026,Evolving Multi-Channel Confidence-Aware Activation Functions for Missing Data with Channel Propagation,D,UNCLEAR,Proposes evolutionary activation functions for handling missing channel data in multi-channel signals; does not address missingness mechanisms or statistical validity.,SKIP
"Komnata, K.; Komnata, J.; Horzyk, A.; Komnata, W.; Szyd, M.",2026,Enhancing Predictive Capabilities with Analogy Associative Graphs for Incomplete Datasets,D,NO,Proposes associative graph representations for predictive modeling on incomplete datasets without addressing statistical missingness mechanisms or deep learning imputation validity.,SKIP
"Ma, Q.; Li, S.; Shen, L.; Wang, J.; Wei, J.; Yu, Z.; Cottrell, G.W.",2020,End-to-End Incomplete Time-Series Modeling from Linear Memory of Latent Variables,D,YES,End-to-end latent variable representation for incomplete time series modeling; does not engage with statistical missingness mechanism theory or validity guarantees.,SKIP
"Paisanwarakiat, R.; Na-udom, A.; Rungrattanaubol, J.",2026,Exploring the Impact of Multivariate Imputation Techniques on the Performance of Classification Models,C,NO,Empirical study investigating downstream classification model performance across multivariate imputation methods without addressing statistical mechanism validity theoretically.,SKIP
"Saghafi, A.; Moallemian, S.; Budak, M.; Deshpande, R.",2026,EGAIN: Enhanced Generative Adversarial Networks for Imputing Missing Values,C,NO,Proposes architectural enhancements to GAIN for tabular missing data imputation; evaluated empirically without formal statistical validity guarantees.,SKIP
"Annicchiarico, P.; Nazzicari, N.; Wei, Y.; Pecetti, L.; Brummer, E.C.",2017,Genotyping-by-sequencing and its exploitation for forage and cool-season grain legume breeding,D,NO,Plant breeding and agricultural genotyping study; completely unrelated to deep learning imputation.,SKIP
"Ali, S.S.; Ren, J.; Wu, J.",2024,Framework to improve software effort estimation accuracy using novel ensemble rule,D,NO,Software effort estimation model; completely unrelated to deep learning imputation or missingness mechanisms.,SKIP
"Rajappan, S.; Rangasamy, D.P.",2018,Estimation of incomplete values in heterogeneous attribute large datasets using discretized Bayesian max–min ant colony optimization,D,NO,Uses ant colony optimization heuristics for missing value estimation; not a deep learning method nor engaged with statistical validity theory.,SKIP
"Abdulrashid, I.; Zanjirani Farahani, R.; Mammadov, S.; Khalafalla, M.; Chiang, W.-C.",2024,Explainable artificial intelligence in transport Logistics: Risk analysis for road accidents,D,NO,Transport accident risk analysis using explainable AI; unrelated to deep learning imputation bridge.,SKIP
"Neves, D.T.; Alves, J.; Naik, M.G.; Proença, A.J.; Prasser, F.",2022,From Missing Data Imputation to Data Generation,C,NO,Methodological overview/survey comparing missing data imputation to synthetic data generation without formal validity proofs or mechanism guarantees.,SKIP
"Niako, N.; Melgarejo, J.D.; Maestre, G.E.; Vatcheva, K.P.",2024,Effects of missing data imputation methods on univariate blood pressure time series data analysis and forecasting with ARIMA and LSTM,C,YES,Empirical study comparing standard imputation techniques on univariate blood pressure time series prior to ARIMA/LSTM forecasting.,SKIP
"Jiang, Y.; Fang, Y.; Gong, F.; Wang, H.; Zhang, C.; Zhang, H.; Zhou, W.; Zhang, Y.",2026,"Efficacy and safety of sodium zirconium cyclosilicate on non-dialysis days for long-term management of chronic hyperkalemia in maintenance hemodialysis: a single-center, prospective, open-label, randomized controlled trial",D,NO,Clinical randomized trial for kidney disease medication; completely unrelated to data imputation.,SKIP
"Halima, D.; Camel, T.; Djelloul, B.",2024,Enhancing ANN Model Perfomance to be used for Solar Radiation Prediction,D,YES,Applied solar radiation prediction using neural networks; not related to missing data mechanism theory.,SKIP
"Bazo-Alvarez, J.C.; Morris, T.P.; Pham, T.M.; Carpenter, J.R.; Petersen, I.",2020,Handling missing values in interrupted time series analysis of longitudinal individual-level data,C,YES,Classical statistical multiple imputation study (FCS/MICE) for longitudinal interrupted time series data; does not involve deep learning imputation.,SKIP
"Wang, X.; Chen, H.; Zhang, J.; Fan, J.",2025,Generative adversarial learning for missing data imputation,C,NO,Standard GAN-based deep learning imputation architecture evaluated empirically on benchmark datasets under typical missingness assumptions.,SKIP
"Navares, R.; Aznarte, J.L.",2019,Geographical imputation of missing poaceae pollen data via convolutional neural networks,D,NO,Spatial CNN-based geographical imputation for pollen data; lacks engagement with statistical missingness mechanism theory.,SKIP
"Ng, Y.C.; Belyaev, A.G.; Choong, F.C.M.; Suandi, S.A.; Chuah, J.H.; Rudrusamy, B.",2026,Graph–Tabular Latent Fusion for Non-Contact Body Temperature Prediction from Thermal Facial Landmarks,D,NO,Predictive body temperature estimation from facial landmarks; unrelated to missing data imputation.,SKIP
"Takale, D.G.; Pangaonkar, S.; Jadhav, T.; Deshmukh, G.B.; Shinde, M.",2024,Enhancing fetal health monitoring: utilizing WWPA based BiGRU with dropout layer regulation to classify fetal health conditions on cardiotocography data,D,YES,Cardiotocography signal classification using BiGRU; completely unrelated to missingness mechanism validity.,SKIP
"Welch, C.A.; Petersen, I.; Bartlett, J.W.; White, I.R.; Marston, L.; Morris, R.W.; Nazareth, I.; Walters, K.; Carpenter, J.",2014,Evaluation of two-fold fully conditional specification multiple imputation for longitudinal electronic health record data,D,YES,Classical statistical multiple imputation study (two-fold FCS) for longitudinal health records; does not involve deep learning.,SKIP
"Pennington, M.; Gomes, M.; Donaldson, C.",2017,Handling Protest Responses in Contingent Valuation Surveys,D,NO,Health economics survey response methodology; completely unrelated to deep learning imputation.,SKIP
"Qiu, Y.L.; Zheng, H.; Gevaert, O.",2020,Genomic data imputation with variational auto-encoders,C,NO,VAE-based deep learning imputation for single-cell/genomic data; evaluates imputation performance under experimental missing settings.,SKIP
"Yu, Z.; Wang, Y.; Zong, X.; Wu, J.; Zhou, Q.",2025,GRUDMU-DSCNN: An edge computing method for fault diagnosis with missing data,D,YES,Industrial fault diagnosis on sensor time series using GRU-CNN; does not engage with statistical missingness mechanisms.,SKIP
"Samad, MD; Abrar, S; Diawara, N",2022,Missing value estimation using clustering and deep learning within multiple imputation framework,B,NO,Embeds DNNs within the MICE multiple imputation framework and explicitly analyzes model shortcomings when missingness is missing not at random (MNAR).,REVIEW
"Costa, AF; Santos, MS; Soares, JP; Abreu, PH",2018,Missing Data Imputation via Denoising Autoencoders: The Untold Story,C,NO,"Uses MCAR, MAR, and MNAR as synthetic experimental evaluation settings to benchmark stacked denoising autoencoders against standard baselines.",SKIP
"Sarmiento, D.R.; Ramos, J.D.; Pacheco, M.J.",2026,KAI: A Scalable Kalman-Attention Imputation Method for Robust Inference in Probabilistic Data,B,YES,"Combines Kalman smoothing with self-attention for multivariate time series, explicitly addressing uncertainty propagation, covariance consistency, and interval coverage under multiple imputation across MCAR/MAR/MNAR.",REVIEW
"Beaulieu-Jones, B.K.; Moore, J.H.",2017,Missing data imputation in the electronic health record using deeply learned autoencoders,C,NO,Evaluates deep autoencoders vs traditional MI on simulated MCAR and MNAR experimental benchmark settings in EHR data.,SKIP
"Burgess, S.; Seaman, S.; Lawlor, D.A.; Casas, J.P.; Thompson, S.G.",2011,Missing data methods in mendelian randomization studies with multiple instruments,D,NO,Classical epidemiological study on Mendelian randomization methods; does not involve deep learning.,SKIP
"Hu, Z.; Gao, Y.; Cai, G.; Liu, M.; Ke, Y.; Ruan, Y.",2026,ImputeLLM: A prompt-free large language model framework for robust time-series imputation in HVAC systems,C,YES,Proposes an LLM-based architecture for time-series imputation in HVAC systems without addressing formal statistical missingness mechanisms or validity guarantees.,SKIP
"Biswas, A.; Rao, J.N.K.",2004,Missing responses in adaptive allocation design,D,NO,Classical statistical literature on adaptive design of experiments; no deep learning component.,SKIP
"Idri, A.; Kadi, I.; Abnane, I.; Fernandez-Aleman, J.L.",2020,Missing data techniques in classification for cardiovascular dysautonomias diagnosis,D,NO,Applied medical classification with missing inputs rather than a DL-statistics mechanism bridge.,SKIP
"Zhou, Y.; Bouadjenek, M.R.; Aryal, S.",2024,Missing Data Imputation: Do Advanced ML/DL Techniques Outperform Traditional Approaches?,C,UNCLEAR,Empirical benchmark survey comparing ML/DL vs traditional imputation methods across missingness experimental settings.,SKIP
"Luu, T.-T.; Nguyen, T.-B.; Ngo, M.-M.",2026,Missing data imputation using Neural Cellular Automata,C,UNCLEAR,Proposes a novel neural cellular automata architecture for data imputation; standard algorithmic paper without formal statistical mechanism bridge.,SKIP
