authors,year,title,category,time_series,reasoning,verdict
"Xia, C.; Yin, X.; Yu, J.; Liang, X.; Chen, L.",2025,Missing Traffic Data Imputation based on Tensor Completion and Graph Network Fusion,C,YES,Deep learning architecture (Graph Neural Networks + Tensor Completion) applied to traffic spatiotemporal data imputation.,SKIP
"Chen, J.; Fan, J.; Li, K.-H.; Zhou, H.",2006,Local quasi-likelihood estimation with data missing at random,D,NO,Classical mathematical statistics paper on semiparametric local quasi-likelihood under MAR; no deep learning.,SKIP
"Haryono, A.T.; Sarno, R.; Anggraini, R.N.E.; Sungkono, K.R.",2024,Imputation Missing Stock Prices Using Generative Adversarial Networks and Attention Mechanism,C,YES,Deep learning architecture combining GANs and attention mechanisms for stock price time-series imputation.,SKIP
"Nissen, J.; Donatello, R.; Van Dusen, B.",2019,Missing data and bias in physics education research: A case for using multiple imputation,D,NO,Application paper advocating traditional multiple imputation in physics education research; no deep learning.,SKIP
"Xiang, R.; Zhou, Y.; Jiang, J.",2027,MiCaST: Missingness-Aware Causal Attention and Missing-Conditioned Phase Alignment for Time Series,B,YES,"Proposes missingness-aware causal attention and missing-conditioned phase alignment for time series, substantively incorporating missingness dynamics into neural architecture (flagged for review per inclusion rule).",REVIEW
"Ouyang, J.; Zhang, Y.; Cai, X.; Zhang, Y.; Yuan, X.",2021,ImputeRNN: Imputing Missing Values in Electronic Medical Records,C,YES,RNN-based deep learning model for electronic medical record time-series imputation.,SKIP
"Hani, M.; Mahmoudi, S.; Benjelloun, M.; Dujardin, K.; Betrouni, N.",2026,Imputation benchmarking in clinical databases: constraint enforcement for bounded neuropsychological assessments,C,NO,Benchmarking study evaluating bounded domain constraint enforcement in clinical database imputation.,SKIP
"Ennett, C.M.; Frize, M.; Walker, C.R.",2008,Imputation of missing values by integrating neural networks and case-based reasoning,C,NO,Hybrid neural network and case-based reasoning method for missing data imputation.,SKIP
"Susanto, T.; Yuniarno, E.M.",2025,ITS-BLEND : Imputation for Time Series Data Using Bidirectional LSTM with Enhanced Dual-Context Mechanism,C,YES,Bidirectional LSTM neural network architecture for time-series data imputation.,SKIP
"Hoskovec, L.; Koslovsky, M.D.; Koehler, K.; Good, N.; Peel, J.L.; Volckens, J.; Wilson, A.",2023,Infinite hidden Markov models for multiple multivariate time series with missing data,D,YES,Bayesian non-parametric statistical approach (infinite HMMs) for time series with missing data; no deep learning.,SKIP
"Azad, F.; Bosnić, Z.; Kukar, M.",2025,Meta-Imputation Balanced (MIB): An Ensemble Approach for Handling Missing Data in Biomedical Machine Learning,C,NO,Ensemble machine learning approach for handling missing data in biomedical datasets.,SKIP
"Garcia, C.; Leite, D.; Skrjanc, I.",2020,Incremental Missing-Data Imputation for Evolving Fuzzy Granular Prediction,D,YES,Fuzzy granular computing system for incremental missing-data imputation; not deep learning.,SKIP
"Vach, W.; Schumacher, M.",1993,Logistic regression with incompletely observed categorical covariates: A comparison of three approaches,D,NO,Classical 1993 statistical paper comparing statistical approaches in logistic regression with missing covariates; no deep learning.,SKIP
"Kamat, G.; Reiter, J.P.",2021,Leveraging random assignment to impute missing covariates in causal studies,D,NO,Statistical causal inference methodology for covariate imputation using random assignment; no deep learning.,SKIP
"Haliduola, H.N.; Bretz, F.; Mansmann, U.",2022,Missing data imputation in clinical trials using recurrent neural network facilitated by clustering and oversampling,B,YES,Investigates RNN-based imputation within biostatistical clinical trial frameworks where missingness mechanisms (MAR/MNAR) directly impact inference validity (flagged for review per inclusion rule).,REVIEW
"Zhou, J.; Lu, B.; Liu, Z.; Pan, S.; Feng, X.; Wei, H.; Zheng, G.; Wang, X.; Zhou, C.",2025,MagiNet: Mask-Aware Graph Imputation Network for Incomplete Traffic Data,C,YES,Mask-aware graph neural network architecture for traffic data imputation without formal statistical mechanism validity proofs.,SKIP
