authors,year,title,category,time_series,reasoning,verdict
"Ma, Q.; Li, S.; Shen, L.; Wang, J.; Wei, J.; Yu, Z.; Cottrell, G.W.",2020,End-to-End Incomplete Time-Series Modeling from Linear Memory of Latent Variables,D,YES,End-to-end latent variable representation for incomplete time series modeling; does not engage with statistical missingness mechanism theory or validity guarantees.,SKIP
"Paisanwarakiat, R.; Na-udom, A.; Rungrattanaubol, J.",2026,Exploring the Impact of Multivariate Imputation Techniques on the Performance of Classification Models,C,NO,Empirical study investigating downstream classification model performance across multivariate imputation methods without addressing statistical mechanism validity theoretically.,SKIP
"Saghafi, A.; Moallemian, S.; Budak, M.; Deshpande, R.",2026,EGAIN: Enhanced Generative Adversarial Networks for Imputing Missing Values,C,NO,Proposes architectural enhancements to GAIN for tabular missing data imputation; evaluated empirically without formal statistical validity guarantees.,SKIP
"Annicchiarico, P.; Nazzicari, N.; Wei, Y.; Pecetti, L.; Brummer, E.C.",2017,Genotyping-by-sequencing and its exploitation for forage and cool-season grain legume breeding,D,NO,Plant breeding and agricultural genotyping study; completely unrelated to deep learning imputation.,SKIP
"Ali, S.S.; Ren, J.; Wu, J.",2024,Framework to improve software effort estimation accuracy using novel ensemble rule,D,NO,Software effort estimation model; completely unrelated to deep learning imputation or missingness mechanisms.,SKIP
"Rajappan, S.; Rangasamy, D.P.",2018,Estimation of incomplete values in heterogeneous attribute large datasets using discretized Bayesian max–min ant colony optimization,D,NO,Uses ant colony optimization heuristics for missing value estimation; not a deep learning method nor engaged with statistical validity theory.,SKIP
"Abdulrashid, I.; Zanjirani Farahani, R.; Mammadov, S.; Khalafalla, M.; Chiang, W.-C.",2024,Explainable artificial intelligence in transport Logistics: Risk analysis for road accidents,D,NO,Transport accident risk analysis using explainable AI; unrelated to deep learning imputation bridge.,SKIP
"Neves, D.T.; Alves, J.; Naik, M.G.; Proença, A.J.; Prasser, F.",2022,From Missing Data Imputation to Data Generation,C,NO,Methodological overview/survey comparing missing data imputation to synthetic data generation without formal validity proofs or mechanism guarantees.,SKIP
"Niako, N.; Melgarejo, J.D.; Maestre, G.E.; Vatcheva, K.P.",2024,Effects of missing data imputation methods on univariate blood pressure time series data analysis and forecasting with ARIMA and LSTM,C,YES,Empirical study comparing standard imputation techniques on univariate blood pressure time series prior to ARIMA/LSTM forecasting.,SKIP
"Jiang, Y.; Fang, Y.; Gong, F.; Wang, H.; Zhang, C.; Zhang, H.; Zhou, W.; Zhang, Y.",2026,"Efficacy and safety of sodium zirconium cyclosilicate on non-dialysis days for long-term management of chronic hyperkalemia in maintenance hemodialysis: a single-center, prospective, open-label, randomized controlled trial",D,NO,Clinical randomized trial for kidney disease medication; completely unrelated to data imputation.,SKIP
"Halima, D.; Camel, T.; Djelloul, B.",2024,Enhancing ANN Model Perfomance to be used for Solar Radiation Prediction,D,YES,Applied solar radiation prediction using neural networks; not related to missing data mechanism theory.,SKIP
"Bazo-Alvarez, J.C.; Morris, T.P.; Pham, T.M.; Carpenter, J.R.; Petersen, I.",2020,Handling missing values in interrupted time series analysis of longitudinal individual-level data,C,YES,Classical statistical multiple imputation study (FCS/MICE) for longitudinal interrupted time series data; does not involve deep learning imputation.,SKIP
"Wang, X.; Chen, H.; Zhang, J.; Fan, J.",2025,Generative adversarial learning for missing data imputation,C,NO,Standard GAN-based deep learning imputation architecture evaluated empirically on benchmark datasets under typical missingness assumptions.,SKIP
"Navares, R.; Aznarte, J.L.",2019,Geographical imputation of missing poaceae pollen data via convolutional neural networks,D,NO,Spatial CNN-based geographical imputation for pollen data; lacks engagement with statistical missingness mechanism theory.,SKIP
"Ng, Y.C.; Belyaev, A.G.; Choong, F.C.M.; Suandi, S.A.; Chuah, J.H.; Rudrusamy, B.",2026,Graph–Tabular Latent Fusion for Non-Contact Body Temperature Prediction from Thermal Facial Landmarks,D,NO,Predictive body temperature estimation from facial landmarks; unrelated to missing data imputation.,SKIP
"Takale, D.G.; Pangaonkar, S.; Jadhav, T.; Deshmukh, G.B.; Shinde, M.",2024,Enhancing fetal health monitoring: utilizing WWPA based BiGRU with dropout layer regulation to classify fetal health conditions on cardiotocography data,D,YES,Cardiotocography signal classification using BiGRU; completely unrelated to missingness mechanism validity.,SKIP
"Welch, C.A.; Petersen, I.; Bartlett, J.W.; White, I.R.; Marston, L.; Morris, R.W.; Nazareth, I.; Walters, K.; Carpenter, J.",2014,Evaluation of two-fold fully conditional specification multiple imputation for longitudinal electronic health record data,D,YES,Classical statistical multiple imputation study (two-fold FCS) for longitudinal health records; does not involve deep learning.,SKIP
"Pennington, M.; Gomes, M.; Donaldson, C.",2017,Handling Protest Responses in Contingent Valuation Surveys,D,NO,Health economics survey response methodology; completely unrelated to deep learning imputation.,SKIP
"Qiu, Y.L.; Zheng, H.; Gevaert, O.",2020,Genomic data imputation with variational auto-encoders,C,NO,VAE-based deep learning imputation for single-cell/genomic data; evaluates imputation performance under experimental missing settings.,SKIP
"Yu, Z.; Wang, Y.; Zong, X.; Wu, J.; Zhou, Q.",2025,GRUDMU-DSCNN: An edge computing method for fault diagnosis with missing data,D,YES,Industrial fault diagnosis on sensor time series using GRU-CNN; does not engage with statistical missingness mechanisms.,SKIP
