authors,year,title,category,time_series,reasoning,verdict
"Zhao, P.; Tang, N.; Qu, A.; Jiang, D.",2017,Semiparametric estimating equations inference with nonignorable missing data,D,NO,Theoretical biostatistics paper on semiparametric estimating equations for nonignorable (MNAR) data; does not incorporate deep learning.,SKIP
"Neves, D.T.; Naik, M.G.; Proença, A.",2021,"SGAIN, WSGAIN-CP and WSGAIN-GP: Novel GAN Methods for Missing Data Imputation",C,NO,"Introduces GAN-based imputation variants (SGAIN, WSGAIN); missingness mechanism assumptions (MCAR/MAR) are used solely for empirical benchmarking.",SKIP
"Le Morvan, M.; Josse, J.; Scornet, E.; Varoquaux, G.",2021,What's a good imputation to predict with missing values?,A,NO,"NeurIPS theoretical paper proving mathematical guarantees and Bayes consistency of deep neural networks predicting under missing data mechanisms (MCAR, MAR, MNAR); formal bridge between statistical missingness theory and DL.",REVIEW
"Yin, Y.; Yang, J.; An, N.",2026,SCImputation: Mitigating Feature Confounding From a Structural Causal Perspective for Data Imputation,B,NO,Uses structural causal models (SCMs) and causal graph theory to formally analyze and mitigate feature confounding/missingness mechanisms in deep learning imputation.,REVIEW
"Rabbi, K.F.; Lou, H.H.; Liu, X.",2026,The Impact of Time-Aware Design Choices in ICS Anomaly Detection,D,YES,Focuses on industrial control system anomaly detection performance under time-aware design choices; not focused on DL imputation theory or missingness mechanism validity.,SKIP
"Zhao, A.; Ding, P.",2024,To Adjust or not to Adjust? Estimating the Average Treatment Effect in Randomized Experiments with Missing Covariates,D,NO,JASA statistical causal inference paper analyzing covariate adjustment under missing data in randomized trials; contains no deep learning architectures.,SKIP
"Zanga, A.; Bernasconi, A.; Lucas, P.J.F.; Pijnenborg, H.; Reijnen, C.; Scutari, M.; Stella, F.",2022,Risk Assessment of Lymph Node Metastases in Endometrial Cancer Patients: A Causal Approach,D,NO,Clinical application using Causal Bayesian Networks for cancer risk assessment; unrelated to deep learning imputation validity or mechanism bridging.,SKIP
"Pereira, R.C.; Abreu, P.H.; Rodrigues, P.P.",2023,Siamese Autoencoder-Based Approach for Missing Data Imputation,B,NO,Conference paper introducing the Siamese Autoencoder for missing data imputation designed to handle missingness mechanisms (precursor to Pereira et al. 2024; retained for REVIEW under inclusion rules).,REVIEW
"Jang, S.; Eun, J.; Yi, H.; Choi, C.",2026,When Does Train-Time Masking Help? A Leakage-Controlled Robustness Audit of Tabular Classifiers Under Feature Missingness,D,NO,Evaluates tabular classifier robustness under feature masking/missingness at test time rather than establishing validity or theoretical guarantees for DL imputation.,SKIP
"Karahalios, A.; Baglietto, L.; Lee, K.J.; English, D.R.; Carlin, J.B.; Simpson, J.A.",2013,The impact of missing data on analyses of a time-dependent exposure in a longitudinal cohort: A simulation study,D,YES,Biostatistical longitudinal simulation study evaluating traditional epidemiological missing data methods; no deep learning involved.,SKIP
"Ji, B.; Han, S.; Lee, M.-S.",2026,Spatially Gated Mixture of Experts for Missing Data Imputation in Pavement Management Systems,C,NO,Applied civil engineering paper utilizing a Spatially Gated Mixture of Experts DL model; missingness rates/mechanisms serve as empirical test conditions for pavement data.,SKIP
"Khangamwa, G.; van Zyl, T.; van Alten, C.J.",2022,"Towards a Methodology for Addressing Missingness in Datasets, with an Application to Demographic Health Datasets",B,NO,Methodological paper specifically addressing missingness mechanisms (MCAR/MAR/MNAR) and selecting appropriate ML/DL imputation strategies for demographic health data (retained for REVIEW under inclusion guidelines).,REVIEW
