authors,year,title,category,time_series,reasoning,verdict
"Li, R.; Shen, Z.; Wu, C.; Li, J.; Tian, Y.",2026,Prediction Pipeline Selection for Incomplete Clinical Data via Missingness Fingerprints and Instance Augmentation,C,NO,Deals with AutoML pipeline selection and instance augmentation based on missingness fingerprints; lacks formal statistical validity proofs or mechanism-specific theoretical guarantees for DL imputation.,SKIP
"Bhogle, P.M.R.; Potey, M.",2026,"Multi-Method Implementation and Evaluation of Air Quality Data Imputation: A Case Study on Urban Sensor Datasets Using Traditional, Machine Learning, and Hybrid Approaches",C,YES,Empirical case study benchmarking imputation techniques on urban sensor data; treats missingness purely as an experimental setting without formal analysis of DL statistical validity.,SKIP
"Malarvizhi, A.S.; Pan, P.",2024,Multi-source data fusion for filling gaps in satellite Aerosol Optical Depth (AOD) using generative models,C,YES,Applied generative deep learning for spatial/temporal gap filling in satellite imagery; treats missingness as physical gaps without formal proofs or mechanism-specific validity analysis.,SKIP
"Lee, K.J.; Carlin, J.B.",2012,Recovery of information from multiple imputation: A simulation study,D,NO,Classical statistical simulation paper evaluating traditional multiple imputation methods; no deep learning models are involved.,SKIP
"Rendall, M.S.; Ghosh-Dastidar, B.; Weden, M.M.; Baker, E.H.; Nazarov, Z.",2013,Multiple Imputation for Combined-survey Estimation With Incomplete Regressors in One but Not Both Surveys,D,NO,Survey statistics paper on combining datasets with missing regressors using standard multiple imputation; contains no deep learning architectures.,SKIP
"Malarvizhi, A.S.; Pan, P.; Stover, T.; Sun, D.; Yang, C.",2025,Optimizing GAIN model to improve AOD imputation using MODIS MAIAC data and multi-source data fusion as an example,C,YES,Applied remote sensing paper adapting GAIN for AOD spatial-temporal missingness; evaluates performance empirically without formal statistical validity proofs or mechanism-agnostic theoretical guarantees.,SKIP
"Guo, J.; Jing, N.; Zhang, M.; Wang, Y.; Bai, R.; Chen, Y.",2026,Multi-client federated graph learning with dual-atlas dynamics and cluster-guided aggregation for rs-fMRI diagnosis,D,YES,Graph neural network paper focused on federated medical diagnosis from brain fMRI scans; not about data imputation or missingness mechanism theory.,SKIP
"Sukthong, P.; Charoenporn, P.",2026,Performance Evaluation of Imputation Techniques for Telecommunications Customer Clustering,C,NO,Application-oriented benchmark assessing how imputation affects customer clustering; treats missingness as an experimental variable without formal DL statistical validity theory.,SKIP
"Christopher, H.S.; Terrin, N.; Griffith, J.L.; D’agostino, R.B.; Selker, H.P.",2001,"Predictive performance of missing data methods for logistic regression, classification trees and neural networks",C,NO,Early 2001 comparative study evaluating standard missing data fixes when training traditional classifiers (including early neural nets); does not develop deep learning imputation theory under MCAR/MAR/MNAR.,SKIP
"Wu, X.; Xiong, L.; Liu, C.",2026,Physics-Informed Data Augmentation for Cyber-Physical Power Systems under Mixed Incompleteness Patterns,B,YES,Substantively addresses neural data augmentation/imputation under mixed missingness patterns by incorporating physical laws to ensure valid power grid reconstruction; erring on the side of inclusion warrants review.,REVIEW
"Han, Y.; Yu, X.; Yuan, J.; Xie, S.; Zhu, M.",2026,Physics-guided conditional generative imputation of gappy GNSS coordinate measurements under mixed missingness,B,YES,Develops a conditional generative neural imputation framework specifically designed to remain valid under mixed missingness mechanisms in GNSS time series measurements; erring on the side of inclusion warrants review.,REVIEW
"Zhang, N.; Chen, H.; Elliott, M.R.",2016,Nonrespondent subsample multiple imputation in two-phase sampling for nonresponse,D,NO,Mathematical survey sampling paper proposing statistical multiple imputation for two-phase sampling; contains no deep learning methods.,SKIP
"Wen, H.",2024,Probabilistic wind power forecasting resilient to missing values: An adaptive quantile regression approach,C,YES,Direct forecasting method designed to be resilient to missing inputs using quantile regression; does not construct a formal DL imputation theory under missingness mechanisms.,SKIP
"Wang, C.-Y.; Hsu, L.",2020,Multinomial logistic regression with missing outcome data: An application to cancer subtypes,D,NO,Classical biostatistical paper addressing missing categorical outcomes in regression models; does not involve deep learning architectures.,SKIP
"Lee, K.J.; Roberts, G.; Doyle, L.W.; Anderson, P.J.; Carlin, J.B.",2016,Multiple imputation for missing data in a longitudinal cohort study: a tutorial based on a detailed case study involving imputation of missing outcome data,D,YES,Pedagogical tutorial covering standard statistical multiple imputation workflows in longitudinal research; does not cover deep learning.,SKIP
"Chen, Z.; Tan, S.; Chajewska, U.; Rudin, C.; Caruana, R.",2023,Missing Values and Imputation in Healthcare Data: Can Interpretable Machine Learning Help?,B,NO,Substantively investigates how missingness mechanisms and imputation affect the statistical validity and interpretability of machine learning models in healthcare; erring on the side of inclusion warrants review.,REVIEW
"Dine, A.; Larocque, D.; Bellavance, F.",2017,Multivariate forests with missing mixed outcomes,D,NO,Extension of random forest algorithms for handling missing response variables; does not use neural networks or deep learning architectures.,SKIP
"Serrano, R.; Laclau, C.; Jeudy, B.; Largeron, C.",2024,Reconstructing the Unseen: GRIOT for Attributed Graph Imputation with Optimal Transport,B,NO,Develops a deep graph neural network imputation method utilizing Optimal Transport theory to guarantee distribution alignment under missing node attributes; erring on the side of inclusion warrants review.,REVIEW
"Cornish, R.P.; Macleod, J.; Carpenter, J.R.; Tilling, K.",2017,Multiple imputation using linked proxy outcome data resulted in important bias reduction and efficiency gains: A simulation study,D,NO,Biostatistical simulation study evaluating conventional multiple imputation with proxy variables; no deep learning models are involved.,SKIP
"Wibisono, A.; Mursanto, P.; See, S.",2024,Natural generative noise diffusion model imputation,B,NO,Introduces a deep generative diffusion model for data imputation to learn valid conditional data distributions under missingness; erring on the side of inclusion warrants review.,REVIEW
