authors,year,title,category,time_series,reasoning,verdict
McMahon et al.,2020,Approaches to Dealing With Missing Data in Railway Asset Management,C,YES,"The paper reviews practical missing data recovery algorithms for railway asset management, mentioning missingness mechanisms without bridging deep learning to statistical inference theory.",SKIP
Hibbah et al.,2020,An MCMC computational approach for a continuous time state-dependent regime switching diffusion process,D,YES,"The paper uses classical Bayesian MCMC data augmentation for continuous-time diffusion processes, without involving deep learning imputation architectures.",SKIP
Barhate et al.,2018,Analysis of Classifiers for Prediction of Type II Diabetes Mellitus,D,NO,The paper compares standard classification algorithms on the Pima Indians Diabetes dataset without addressing missing data theory or deep learning imputation.,SKIP
Sattari et al.,2017,Assessment of different methods for estimation of missing data in precipitation studies,D,YES,The paper evaluates statistical regression and decision tree methods for missing precipitation estimation based on predictive error metrics without connecting deep learning to statistical validity.,SKIP
Spezia et al.,2008,Bayesian inference and forecasting in dynamic neural networks with fully Markov switching ARCH noises,A,YES,The paper provides a formal Bayesian framework where missing values in dynamic neural networks are treated as unknown parameters and sampled directly from their joint posterior distribution.,REVIEW
Zhang et al.,2004,Bayesian estimation and classification with incomplete data using mixture models,A,NO,The paper formally extends Tanner and Rubin's Data Augmentation framework for multiple imputation to neural mixture models for Bayesian missing data inference.,REVIEW
Qaffou et al.,2022,Bayesian inference of the basic reproduction number for a SIR epidemic model,D,YES,The paper uses classical MCMC data augmentation for basic reproduction number estimation in SIR epidemic models without deep learning imputation.,SKIP
Zhang,2026,An Adaptive Transformer-Based Framework for Evaluating the Digital Literacy of Innovative Talents,D,YES,"The paper presents a Transformer and Deep Q-Network framework for educational evaluation, mentioning missing value handling strictly as a routine data preparation step.",SKIP
Calley et al.,2023,APPLICATION OF PRINCIPAL COMPONENT ANALYSIS FOR POWER TRANSFORMER ASSET MANAGEMENT,D,NO,The paper applies principal component analysis and routine multiple imputation to transformer condition monitoring data without addressing deep learning inference theory.,SKIP
Chatterjee et al.,2023,An ensemble algorithm integrating consensus-clustering with feature weighting based ranking and probabilistic fuzzy logic-multilayer perceptron classifier for diagnosis and staging of breast cancer using heterogeneous datasets,C,NO,The paper uses MICE as a standard preprocessing step before applying an ensemble clustering and MLP classifier for breast cancer diagnosis.,SKIP
Dávila-Morán et al.,2023,Application of Machine Learning Models in Fraud Detection in Financial Transactions,C,NO,"The paper applies machine learning models to financial fraud detection, using standard multiple imputation strictly as a data preprocessing routine.",SKIP
Chen et al.,2018,Assessment of de-spiking algorithms applied to LWD data,C,YES,"The paper evaluates spike detection and replacement in drilling logs, mentioning statistical multiple imputation in passing as an alternative replacement option.",SKIP
Dalai et al.,2025,Air Quality Forecasting using Deformable Graph Convolution Networks with Growth Optimization,C,YES,The paper uses MICE to complete missing air quality values prior to training a Deformable Graph Convolutional Network.,SKIP
Seu et al.,2022,An Intelligent Missing Data Imputation Techniques: A Review,C,NO,"The paper presents an empirical benchmark comparing KNN, BPCA, MICE, and MIDAS using error metrics (MAE/RMSE) without discussing statistical validity or Rubin's inference framework.",SKIP
Manrique et al.,2023,"Application of Artificial Intelligence Tools, Data Processing, and Analysis in the Forecasting of Level and Flow Variables in Wells with Little Data from the Morroa Aquifer",C,YES,The paper uses Multiple Imputation as a data preparation step before training LSTM networks for groundwater level forecasting.,SKIP
Mankouri et al.,2025,Advancing Early Detection of Type 2 Diabetes: A Machine Learning Approach with Combined Clinical Datasets,C,NO,"The paper compares KNN, Hot Deck, and MICE imputation techniques as preprocessing choices for diabetes prediction models.",SKIP
Zhou et al.,2024,An early sepsis prediction model utilizing machine learning and unbalanced data processing in a clinical context,C,NO,The paper uses Multiple Imputation to handle missing clinical values in data preprocessing for an early sepsis prediction model.,SKIP
