authors,year,title,category,time_series,reasoning,verdict
Ali et al.,2025,A Novel AI-Based Integrated Cybersecurity Risk Assessment Framework and Resilience of National Critical Infrastructure,D,NO,Presents a cybersecurity threat detection framework using standard multiple imputation strictly for initial data preprocessing.,SKIP
Richter et al.,2024,A Survey on Multivariate Time Series Imputation Using Adversarial Learning,C,YES,"Provides a literature survey of GAN-based multivariate time series imputation models, categorizing architectures without theoretical statistical validity analysis.",SKIP
Sharma et al.,2024,Adaptive Ensemble Imputation for Trip Data using Deep Reinforcement Learning (AEI-DRL),C,YES,Applies deep reinforcement learning to dynamically weight baseline imputation algorithms for time series data without addressing statistical inference theory.,SKIP
Yuan et al.,2024,A Patch-based Multiple Imputation Transformer Model for Time Series Data Completion,C,YES,Proposes a patch-based Transformer using a multiple imputation training heuristic for time series completion without theoretical statistical grounding.,SKIP
Sahoo et al.,2023,A Novel Smoothing-Based Deep Learning Time-Series Approach for Daily Suspended Sediment Load Prediction,C,YES,Uses Monte Carlo multiple imputation as a preprocessing step prior to Fourier denoising and LSTM hydrological time series forecasting.,SKIP
Ge et al.,2023,A simulation study on missing data imputation for dichotomous variables using statistical and machine learning methods,C,NO,Conducts an empirical simulation comparing machine learning and statistical imputation accuracy across missingness mechanisms without theoretical inference analysis.,SKIP
Min et al.,2023,Acoustic Analysis of Speech for Screening for Suicide Risk: Machine Learning Classifiers for Between- and Within-Person Evaluation of Suicidality,D,NO,Focuses on clinical speech acoustic classification for suicide risk screening and does not address imputation theory.,SKIP
Chen & Xue,2023,A novel coupling preprocessing approach for handling missing data in water quality prediction,C,YES,Applies piecewise multivariate imputation and wavelet denoising before LSTM time series prediction without theoretical statistical analysis.,SKIP
Jiang et al.,2022,A Resilient and Hierarchical IoT-Based Solution for Stress Monitoring in Everyday Settings,D,YES,Proposes a wearable IoT system architecture for stress monitoring and does not address deep learning imputation theory.,SKIP
Wang et al.,2021,"Advances in Data Preprocessing for Biomedical Data Fusion: An Overview of the Methods, Challenges, and Prospects",C,NO,"Reviews biomedical data fusion preprocessing techniques, mentioning missing data handling only as a general background challenge.",SKIP
Gupta et al.,2020,A Novel Deep Similarity Learning Approach to Electronic Health Records Data,D,NO,Presents a deep similarity learning model for EHR disease prediction and does not address missing data imputation theory.,SKIP
Osman et al.,2018,A Survey on Data Imputation Techniques: Water Distribution System as a Use Case,C,YES,Qualitatively reviews traditional and machine learning imputation methods for water systems without examining theoretical statistical inference.,SKIP
Gheyas & Smith,2010,A neural network-based framework for the reconstruction of incomplete data sets,B,NO,"Substantively discusses using neural network ensembles to generate multiple imputations and account for missingness uncertainty in interval estimation, without formal convergence proofs.",REVIEW
Gheyas & Smith,2009,A Novel Nonparametric Multiple Imputation Algorithm for Estimating Missing Data,C,NO,"Proposes a neural network multiple imputation algorithm evaluated on downstream classification accuracy, mentioning multiple imputation as background context.",SKIP
Mitra & Samanta,2017,A study on UCI hepatitis disease dataset using soft computing,D,NO,Applies soft computing and neural networks to medical disease diagnosis using multiple imputation strictly for data preprocessing.,SKIP
Prabhu et al.,2026,Addressing Data Incompleteness in NHANES 2021–2023,B,NO,Substantively evaluates the statistical validity and distributional preservation of deep generative models compared to classical multivariate imputation by chained equations.,REVIEW
Yu et al.,2026,A Novel Approach for Ultra-High Performance Concrete Data Augmentation and Intelligent Prediction Driven by Conditional Generative Adversarial Network-Markov Chain Monte Carlo Model,B,NO,"Substantively discusses statistical correction, Kolmogorov-Smirnov distribution matching, and MCMC integration with generative adversarial networks for statistical validity of synthetic data.",REVIEW
Ranvier et al.,2023,Accounting for Imputation Uncertainty During Neural Network Training,B,NO,Substantively incorporates Rubin's between-variance and imputation uncertainty into neural network training loss functions to improve statistical validity.,REVIEW
Yadav et al.,2025,A Novel Method to Predict Cervical Cancer Using Improved Feature Selection and Classification Principles,D,NO,Applies a machine learning framework for disease prediction using multiple imputation strictly as an initial preprocessing step.,SKIP
Momaya et al.,2026,A Novel Approach for Handling Missing Data in Multivariate Time Series Clustering: Case Study on Predicting Delayed Graft Function,B,YES,Substantively discusses the statistical validity and limitations of deep learning imputation under missingness mechanisms (MAR vs. MNAR) for time series clustering.,REVIEW
