authors,year,title,category,time_series,reasoning,verdict
Zhong et al.,2024,InfoCAVB-MemoryFormer: Forecasting of wind and photovoltaic power through the interaction of data reconstruction and data augmentation,C,YES,The paper uses adversarial variational Bayes for data reconstruction in renewable forecasting without evaluating statistical validity under Rubin's framework.,SKIP
Sheng et al.,2024,Interpretable knowledge-guided framework for modeling reservoir water-sensitivity damage based on Light Gradient Boosting Machine using Bayesian optimization and hybrid feature mining,C,NO,The paper uses MICE-SMOTE strictly as a standard data preparation pipeline for gradient boosting regression.,SKIP
Ishaq et al.,2024,Machine Learning Based Missing Data Imputation in Categorical Datasets,C,NO,The study empirically compares machine learning imputation performance on categorical datasets without addressing Rubin's inference framework.,SKIP
Lee et al.,2024,Imputing missing sleep data from wearables with neural networks in real-world settings,C,YES,"The paper introduces a neural network and NMF framework for missing wearable actigraphy time series imputation, focusing on clinical predictive accuracy rather than statistical theory.",SKIP
Kurita et al.,2024,Machine learning algorithm for predicting 30-day mortality in patients receiving rapid response system activation: A retrospective nationwide cohort study,C,NO,The study uses mode and KNN imputation as standard preprocessing before fitting machine learning mortality prediction models.,SKIP
Ajirak et al.,2023,Learning from Heterogeneous Data with Deep Gaussian Processes,C,NO,The paper develops a Bayesian variational framework for Deep Gaussian Processes on heterogeneous tabular datasets without addressing Rubin's missing data inference framework.,SKIP
Aguayo et al.,2023,Machine learning for predicting neurodegenerative diseases in the general older population: a cohort study,C,YES,The paper applies standard multiple imputation as a routine data preparation step before training tabular deep learning models on longitudinal cohort data.,SKIP
Imran et al.,2022,Intelligent Material Data Preparation Mechanism Based on Ensemble Learning for Al-Based Ceramic Material Analysis,C,NO,The paper evaluates deep neural networks for material science data preprocessing without addressing Rubin's statistical framework or theoretical validity.,SKIP
Kim et al.,2022,Machine Learning and Multiple Imputation Approach to Predict Chlorophyll-a Concentration in the Coastal Zone of Korea,C,NO,The study employs standard MICE algorithms as a data cleaning step prior to machine learning regression without discussing statistical validity theory.,SKIP
Yue et al.,2022,Machine learning for the prediction of acute kidney injury in patients with sepsis,C,NO,Multiple imputation is used solely as a standard preprocessing routine for clinical ICU data prior to ML model construction.,SKIP
O'Shea et al.,2022,Intubation and mortality prediction in hospitalized COVID-19 patients using a combination of convolutional neural network-based scoring of chest radiographs and clinical data,C,NO,Standard multiple imputation is applied to missing clinical variables prior to penalized logistic regression modeling.,SKIP
Dagtekin et al.,2022,Imputation of Partially Observed Water Quality Data Using Self-Attention LSTM,C,YES,"The paper proposes a self-attention LSTM for water quality time series imputation, evaluating performance strictly using predictive error metrics.",SKIP
Chiu et al.,2021,Imputation of Rainfall Data Using the Sine Cosine Function Fitting Neural Network,C,YES,"The study introduces a neural network model to impute missing hydrological time series data, evaluating performance on predictive accuracy metrics rather than statistical theory.",SKIP
Leke et al.,2019,Introduction to Missing Data Estimation,C,NO,The chapter provides a general introductory overview of classic and neural network missing data estimation techniques without analyzing formal validity bridges.,SKIP
Nancy et al.,2017,Imputing missing values in unevenly spaced clinical time series data to build an effective temporal classification framework,C,YES,The paper proposes a tolerance rough set and spatial interpolation technique for unevenly spaced clinical time series data.,SKIP
Jordanov et al.,2016,Intelligent Radar Signal Recognition and Classification,C,NO,The study applies standard multiple imputation as a preprocessing step to retain missing radar pulse samples before training neural network classifiers.,SKIP
Jordanov et al.,2015,Intelligent radar signal recognition and classification,C,NO,Multiple imputation is applied as a standard data preparation step to handle missing values prior to neural network radar signal classification.,SKIP
Yan et al.,2024,Incomplete data classification via positive approximation based rough subspaces ensemble,D,NO,The paper introduces a rough-set ensemble algorithm for feature selection and does not address the theoretical statistical framework of deep learning imputation.,SKIP
Park et al.,2023,Incorporating experts' judgment into machine learning models,D,NO,The paper proposes a method to blend expert judgment into machine learning predictions using GAN representation scores and does not address missing data imputation theory.,SKIP
